id,provinsi,klasifikasi_wilayah,jenis_kelamin,usia,pendidikan_terakhir,status_pekerjaan,status_pernikahan,jumlah_tanggungan,pendapatan_bulanan,total_pengeluaran,pengeluaran_makanan_pokok,pengeluaran_lauk_pauk,pengeluaran_sayur_buah,pengeluaran_jajan_makan_luar,pengeluaran_rokok_tembakau,pengeluaran_perumahan_listrik,pengeluaran_pakaian,pengeluaran_kesehatan,pengeluaran_pendidikan,pengeluaran_transportasi,pengeluaran_komunikasi,pengeluaran_hiburan_rekreasi,cicilan_hutang,tabungan_bulanan,rasio_tabungan_persen,skor_literasi_keuangan
1963,Banten,Perkotaan,Perempuan,17.0,SMA/SMK,Pelajar/Mahasiswa,Menikah,3.0,3250000.0,2245000,219000.0,300000.0,111000.0,179000.0,127000.0,405000.0,100000.0,121000.0,75000.0,188000.0,68000.0,66000.0,0.0,1005000.0,30.9,49.1
427,Banten,Perdesaan,Perempuan,20.0,Diploma,PNS/ASN,Belum Menikah,0.0,3550000.0,2497000,237000.0,294000.0,175000.0,291000.0,44000.0,330000.0,89000.0,130000.0,0.0,141000.0,128000.0,61000.0,122000.0,1053000.0,29.7,49.0
1111,Banten,Perkotaan,Perempuan,45.0,Diploma,Karyawan Swasta,Menikah,2.0,5200000.0,3489000,351000.0,438000.0,,,22000.0,469000.0,147000.0,240000.0,320000.0,272000.0,,154000.0,0.0,1711000.0,32.9,79.2
1806,Jawa Barat,Perdesaan,Laki-laki,63.0,SMA/SMK,Wiraswasta,Cerai/Janda/Duda,,7950000.0,5284000,301000.0,360000.0,137000.0,331000.0,130000.0,1349000.0,283000.0,273000.0,535000.0,724000.0,319000.0,193000.0,284000.0,2666000.0,33.5,54.2
213,Jawa Barat,Perkotaan,Perempuan,22.0,SMP,Karyawan Swasta,Belum Menikah,0.0,4100000.0,3444000,308000.0,398000.0,182000.0,412000.0,159000.0,658000.0,128000.0,113000.0,0.0,271000.0,,134000.0,704000.0,656000.0,16.0,39.8
1245,Sulawesi Selatan,Perkotaan,Perempuan,59.0,SMA/SMK,Wiraswasta,,,6400000.0,4522000,291000.0,440000.0,241000.0,219000.0,34000.0,833000.0,258000.0,192000.0,0.0,327000.0,235000.0,270000.0,0.0,1878000.0,29.3,73.6
409,DKI Jakarta,Perkotaan,Laki-laki,40.0,Sarjana (S1),Karyawan Swasta,Menikah,2.0,11050000.0,9565000,734000.0,894000.0,489000.0,788000.0,,2044000.0,478000.0,470000.0,366000.0,990000.0,451000.0,317000.0,1701000.0,1485000.0,13.4,71.7
621,DI Yogyakarta,Perkotaan,Perempuan,20.0,SD,Buruh/Pekerja Harian,Menikah,2.0,1050000.0,699000,113000.0,145000.0,64000.0,84000.0,35000.0,66000.0,20000.0,22000.0,23000.0,44000.0,24000.0,8000.0,107000.0,351000.0,33.4,54.1
282,Sumatera Utara,Perkotaan,Perempuan,29.0,SMA/SMK,PNS/ASN,Menikah,2.0,,2721000,318000.0,344000.0,125000.0,300000.0,127000.0,544000.0,109000.0,95000.0,162000.0,177000.0,154000.0,68000.0,0.0,1179000.0,30.2,91.6
1235,DI Yogyakarta,Perkotaan,Perempuan,36.0,Tidak Sekolah,Pelajar/Mahasiswa,Belum Menikah,0.0,950000.0,754000,114000.0,133000.0,57000.0,138000.0,52000.0,70000.0,,29000.0,0.0,38000.0,19000.0,15000.0,,196000.0,,73.5
1135,Sumatera Selatan,Perkotaan,Laki-laki,31.0,SMP,Buruh/Pekerja Harian,Menikah,3.0,,1565000,158000.0,226000.0,92000.0,188000.0,0.0,172000.0,59000.0,96000.0,,164000.0,,27000.0,0.0,535000.0,25.5,34.8
819,Jawa Timur,Perkotaan,Perempuan,41.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,2.0,2400000.0,1741000,212000.0,276000.0,130000.0,218000.0,38000.0,210000.0,69000.0,50000.0,64000.0,89000.0,46000.0,40000.0,0.0,659000.0,27.5,66.7
860,Sumatera Selatan,Perdesaan,Perempuan,43.0,Sarjana (S1),Karyawan Swasta,Cerai/Janda/Duda,2.0,,2775000,264000.0,306000.0,176000.0,172000.0,53000.0,441000.0,116000.0,123000.0,,,141000.0,162000.0,182000.0,275000.0,9.0,65.7
1719,DKI Jakarta,Perdesaan,Laki-laki,27.0,SD,Tidak Bekerja,Menikah,3.0,500000.0,396000,57000.0,63000.0,28000.0,61000.0,1000.0,,12000.0,17000.0,12000.0,22000.0,14000.0,17000.0,,104000.0,20.9,
211,Sumatera Utara,Perkotaan,Laki-laki,17.0,Sarjana (S1),Karyawan Swasta,Cerai/Janda/Duda,3.0,4250000.0,3162000,350000.0,419000.0,164000.0,,76000.0,592000.0,124000.0,198000.0,108000.0,,135000.0,107000.0,0.0,1088000.0,25.6,45.4
1443,Jawa Tengah,Perkotaan,Perempuan,40.0,Sarjana (S1),Karyawan Swasta,Menikah,2.0,6100000.0,4053000,319000.0,338000.0,162000.0,260000.0,101000.0,652000.0,237000.0,244000.0,411000.0,447000.0,286000.0,161000.0,1068000.0,2047000.0,,48.0
652,Jawa Timur,Perkotaan,Perempuan,46.0,SD,Wiraswasta,Menikah,1.0,2250000.0,1805000,283000.0,,150000.0,256000.0,65000.0,210000.0,67000.0,93000.0,75000.0,107000.0,,49000.0,0.0,445000.0,19.8,46.7
1870,DI Yogyakarta,Perdesaan,Perempuan,43.0,SMA/SMK,Karyawan Swasta,Menikah,3.0,1900000.0,1373000,161000.0,252000.0,84000.0,150000.0,38000.0,171000.0,43000.0,72000.0,73000.0,86000.0,43000.0,,,527000.0,27.7,46.1
221,DKI Jakarta,Perdesaan,Perempuan,53.0,SMA/SMK,Karyawan Swasta,Menikah,1.0,5000000.0,4163000,437000.0,529000.0,230000.0,271000.0,19000.0,848000.0,208000.0,246000.0,,,242000.0,89000.0,851000.0,837000.0,16.7,63.5
1147,Jawa Tengah,Perkotaan,Laki-laki,30.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,2.0,2450000.0,2154000,,345000.0,180000.0,168000.0,116000.0,,83000.0,108000.0,107000.0,135000.0,97000.0,75000.0,323000.0,,12.1,63.0
238,Jawa Barat,Perdesaan,Laki-laki,31.0,SD,Wiraswasta,Menikah,0.0,3450000.0,2575000,266000.0,376000.0,141000.0,205000.0,32000.0,400000.0,131000.0,96000.0,0.0,254000.0,76000.0,88000.0,234000.0,875000.0,25.4,16.3
745,DKI Jakarta,Perkotaan,Perempuan,60.0,SD,Buruh/Pekerja Harian,Menikah,0.0,1450000.0,969000,164000.0,191000.0,101000.0,109000.0,32000.0,87000.0,26000.0,33000.0,0.0,40000.0,33000.0,26000.0,79000.0,481000.0,33.1,48.4
1334,Banten,Perkotaan,Perempuan,17.0,Diploma,,Menikah,3.0,10700000.0,8144000,528000.0,630000.0,321000.0,,223000.0,1697000.0,,301000.0,678000.0,848000.0,452000.0,492000.0,0.0,2556000.0,23.9,59.8
1853,Sumatera Utara,Perkotaan,Laki-laki,24.0,SMA/SMK,Karyawan Swasta,Belum Menikah,0.0,2800000.0,2324000,314000.0,356000.0,164000.0,,52000.0,312000.0,87000.0,71000.0,0.0,208000.0,75000.0,106000.0,0.0,526000.0,18.4,57.6
1867,Jawa Tengah,Perkotaan,Laki-laki,32.0,Pascasarjana (S2/S3),Pelajar/Mahasiswa,Menikah,1.0,1350000.0,934000,135000.0,156000.0,87000.0,102000.0,48000.0,94000.0,31000.0,37000.0,45000.0,45000.0,25000.0,18000.0,20000.0,416000.0,30.8,59.2
1330,Jawa Barat,Perkotaan,Perempuan,46.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,2.0,3250000.0,2838000,283000.0,315000.0,132000.0,304000.0,80000.0,437000.0,125000.0,148000.0,124000.0,231000.0,108000.0,,113000.0,412000.0,12.7,52.5
1382,Sumatera Utara,Perkotaan,Laki-laki,28.0,Sarjana (S1),PNS/ASN,Cerai/Janda/Duda,0.0,4000000.0,3231000,306000.0,448000.0,190000.0,,,598000.0,117000.0,98000.0,0.0,338000.0,185000.0,66000.0,287000.0,769000.0,19.2,51.1
908,Jawa Barat,Perkotaan,Laki-laki,50.0,SMA/SMK,Karyawan Swasta,Cerai/Janda/Duda,0.0,3550000.0,2385000,277000.0,309000.0,107000.0,278000.0,66000.0,468000.0,133000.0,158000.0,0.0,149000.0,77000.0,137000.0,0.0,1165000.0,32.8,63.4
1379,Sumatera Utara,Perkotaan,Perempuan,24.0,SD,Buruh/Pekerja Harian,Belum Menikah,0.0,1500000.0,1351000,174000.0,171000.0,73000.0,125000.0,,218000.0,44000.0,77000.0,0.0,77000.0,42000.0,68000.0,,149000.0,9.9,48.7
14,DKI Jakarta,Perkotaan,Laki-laki,57.0,SD,PNS/ASN,Menikah,2.0,,4382000,437000.0,586000.0,267000.0,305000.0,15000.0,781000.0,,240000.0,379000.0,415000.0,183000.0,198000.0,0.0,,18.1,46.2
486,DKI Jakarta,Perkotaan,Laki-laki,45.0,SMA/SMK,Karyawan Swasta,Belum Menikah,0.0,5450000.0,3863000,315000.0,450000.0,219000.0,377000.0,120000.0,582000.0,,233000.0,0.0,322000.0,145000.0,134000.0,0.0,,29.1,69.5
1489,Jawa Barat,Perkotaan,Laki-laki,51.0,SMA/SMK,Tidak Bekerja,Menikah,1.0,1150000.0,1017000,119000.0,,61000.0,124000.0,37000.0,89000.0,,34000.0,56000.0,80000.0,37000.0,,0.0,133000.0,11.6,52.5
1495,Banten,Perkotaan,Perempuan,57.0,,,Menikah,2.0,1200000.0,979000,170000.0,152000.0,95000.0,134000.0,37000.0,138000.0,,,,50000.0,34000.0,38000.0,48000.0,221000.0,18.4,46.9
1570,DKI Jakarta,Perdesaan,Laki-laki,17.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,2.0,2100000.0,1651000,205000.0,,114000.0,160000.0,10000.0,171000.0,63000.0,79000.0,99000.0,92000.0,60000.0,33000.0,,449000.0,21.4,63.4
1912,Banten,Perdesaan,Laki-laki,17.0,Sarjana (S1),PNS/ASN,Menikah,1.0,5350000.0,4742000,636000.0,705000.0,321000.0,482000.0,225000.0,807000.0,151000.0,254000.0,242000.0,414000.0,246000.0,197000.0,,608000.0,11.4,51.9
1802,Sumatera Selatan,Perkotaan,Laki-laki,40.0,SMA/SMK,Karyawan Swasta,Menikah,1.0,3650000.0,2556000,232000.0,339000.0,130000.0,225000.0,62000.0,345000.0,132000.0,171000.0,137000.0,283000.0,139000.0,61000.0,0.0,1094000.0,30.0,73.7
439,Jawa Tengah,Perkotaan,Perempuan,17.0,SMA/SMK,Tidak Bekerja,Menikah,3.0,800000.0,715000,114000.0,169000.0,50000.0,101000.0,53000.0,54000.0,14000.0,16000.0,25000.0,32000.0,19000.0,21000.0,33000.0,85000.0,10.7,
743,Jawa Timur,Perkotaan,Laki-laki,35.0,SMA/SMK,Wiraswasta,Menikah,2.0,15600000.0,11302000,787000.0,,605000.0,625000.0,14000.0,1823000.0,761000.0,831000.0,843000.0,1484000.0,556000.0,760000.0,0.0,4298000.0,27.5,65.9
1502,Jawa Barat,Perkotaan,Laki-laki,40.0,SMA/SMK,Buruh/Pekerja Harian,Belum Menikah,0.0,2850000.0,2373000,340000.0,394000.0,207000.0,226000.0,84000.0,289000.0,112000.0,92000.0,0.0,223000.0,101000.0,91000.0,0.0,477000.0,16.8,45.3
1918,Jawa Tengah,Perkotaan,Perempuan,25.0,SMA/SMK,Karyawan Swasta,Menikah,3.0,2900000.0,2048000,252000.0,348000.0,125000.0,,86000.0,230000.0,,92000.0,69000.0,113000.0,75000.0,77000.0,0.0,852000.0,29.4,52.9
893,DKI Jakarta,Perkotaan,Perempuan,49.0,SD,Buruh/Pekerja Harian,Belum Menikah,0.0,2550000.0,1899000,184000.0,295000.0,,232000.0,26000.0,283000.0,60000.0,71000.0,,154000.0,88000.0,37000.0,0.0,651000.0,25.5,43.2
874,Sumatera Selatan,Perkotaan,Perempuan,54.0,SMA/SMK,Pelajar/Mahasiswa,Menikah,3.0,1450000.0,1283000,209000.0,223000.0,119000.0,213000.0,,179000.0,35000.0,41000.0,32000.0,65000.0,49000.0,29000.0,193000.0,167000.0,11.5,65.5
1465,Banten,Perdesaan,Laki-laki,38.0,SMA/SMK,Tidak Bekerja,Menikah,1.0,800000.0,726000,104000.0,169000.0,50000.0,111000.0,,76000.0,21000.0,21000.0,28000.0,41000.0,18000.0,17000.0,50000.0,74000.0,9.3,49.6
1852,Banten,Perdesaan,Perempuan,27.0,Sarjana (S1),Wiraswasta,Menikah,2.0,5550000.0,4130000,439000.0,597000.0,278000.0,441000.0,58000.0,763000.0,216000.0,112000.0,186000.0,232000.0,205000.0,204000.0,932000.0,1420000.0,25.6,67.6
1327,Jawa Barat,Perkotaan,Laki-laki,52.0,Tidak Sekolah,Tidak Bekerja,Menikah,4.0,1300000.0,1078000,141000.0,216000.0,74000.0,130000.0,38000.0,123000.0,33000.0,24000.0,39000.0,82000.0,40000.0,30000.0,29000.0,222000.0,17.1,37.0
1289,DKI Jakarta,Perdesaan,Laki-laki,25.0,SD,,Belum Menikah,0.0,3000000.0,2420000,298000.0,315000.0,,195000.0,106000.0,315000.0,110000.0,96000.0,0.0,251000.0,74000.0,38000.0,572000.0,580000.0,19.3,
1090,DKI Jakarta,Perdesaan,Laki-laki,39.0,SD,Wiraswasta,Belum Menikah,0.0,4350000.0,3685000,355000.0,525000.0,277000.0,353000.0,143000.0,589000.0,113000.0,154000.0,0.0,230000.0,210000.0,97000.0,247000.0,665000.0,15.3,28.5
1005,Jawa Tengah,Perkotaan,Laki-laki,27.0,SD,Buruh/Pekerja Harian,Menikah,,1250000.0,976000,170000.0,190000.0,90000.0,102000.0,53000.0,102000.0,31000.0,38000.0,45000.0,70000.0,34000.0,14000.0,0.0,274000.0,21.9,29.6
1943,DKI Jakarta,Perkotaan,Perempuan,17.0,SMA/SMK,Karyawan Swasta,Belum Menikah,0.0,7200000.0,5692000,499000.0,546000.0,304000.0,,126000.0,1170000.0,339000.0,468000.0,0.0,576000.0,269000.0,352000.0,0.0,1508000.0,20.9,56.9
1776,Jawa Timur,Perdesaan,Perempuan,29.0,Diploma,Buruh/Pekerja Harian,Menikah,3.0,1900000.0,1332000,197000.0,,100000.0,131000.0,58000.0,220000.0,57000.0,59000.0,68000.0,95000.0,38000.0,35000.0,0.0,568000.0,29.9,79.8
106,Jawa Timur,Perkotaan,Laki-laki,26.0,Tidak Sekolah,Karyawan Swasta,Menikah,4.0,2600000.0,2012000,266000.0,311000.0,117000.0,204000.0,33000.0,,79000.0,75000.0,50000.0,177000.0,88000.0,77000.0,283000.0,588000.0,22.6,47.6
1092,Bali,Perkotaan,Laki-laki,21.0,SMP,Pelajar/Mahasiswa,Menikah,2.0,,1635000,231000.0,260000.0,,241000.0,13000.0,207000.0,50000.0,55000.0,73000.0,149000.0,53000.0,32000.0,106000.0,615000.0,27.4,41.7
122,DKI Jakarta,Perkotaan,Perempuan,23.0,Diploma,Karyawan Swasta,Belum Menikah,0.0,6600000.0,4401000,311000.0,409000.0,188000.0,317000.0,12000.0,1075000.0,288000.0,334000.0,,572000.0,303000.0,214000.0,0.0,2199000.0,,52.2
621,DI Yogyakarta,Perkotaan,Perempuan,20.0,SD,Buruh/Pekerja Harian,Menikah,2.0,,699000,,145000.0,64000.0,84000.0,35000.0,66000.0,20000.0,22000.0,23000.0,44000.0,24000.0,8000.0,107000.0,351000.0,,54.1
1860,Kalimantan Timur,Perdesaan,Laki-laki,38.0,SMA/SMK,Karyawan Swasta,,2.0,2600000.0,2101000,204000.0,312000.0,,191000.0,8000.0,402000.0,113000.0,68000.0,96000.0,160000.0,75000.0,110000.0,497000.0,499000.0,,57.6
555,Sulawesi Selatan,Perkotaan,Perempuan,49.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,1.0,2150000.0,1433000,238000.0,230000.0,115000.0,175000.0,17000.0,155000.0,36000.0,39000.0,42000.0,91000.0,55000.0,43000.0,,717000.0,33.4,70.8
916,Bali,Perkotaan,Perempuan,17.0,Sarjana (S1),Karyawan Swasta,Menikah,2.0,5450000.0,4650000,543000.0,695000.0,238000.0,500000.0,,810000.0,162000.0,211000.0,290000.0,325000.0,129000.0,158000.0,6000.0,800000.0,14.7,70.2
1566,DKI Jakarta,Perdesaan,Perempuan,26.0,SMA/SMK,Tidak Bekerja,Menikah,4.0,2000000.0,1606000,168000.0,247000.0,104000.0,174000.0,83000.0,276000.0,63000.0,73000.0,101000.0,105000.0,48000.0,45000.0,,394000.0,19.7,33.6
1541,Jawa Tengah,Perdesaan,Laki-laki,26.0,SD,Buruh/Pekerja Harian,Belum Menikah,0.0,1700000.0,1268000,152000.0,,85000.0,148000.0,44000.0,166000.0,63000.0,76000.0,0.0,103000.0,35000.0,42000.0,0.0,,25.4,23.2
116,Bali,Perdesaan,Perempuan,20.0,Diploma,Wiraswasta,Cerai/Janda/Duda,1.0,3400000.0,2884000,311000.0,329000.0,218000.0,198000.0,110000.0,546000.0,114000.0,105000.0,,287000.0,122000.0,154000.0,0.0,516000.0,15.2,53.0
1973,Kalimantan Timur,Perdesaan,Perempuan,58.0,,Karyawan Swasta,Belum Menikah,0.0,,2711000,272000.0,329000.0,168000.0,256000.0,,462000.0,134000.0,154000.0,0.0,281000.0,124000.0,151000.0,0.0,339000.0,11.1,82.9
768,Banten,Perkotaan,Perempuan,17.0,Pascasarjana (S2/S3),Tidak Bekerja,Belum Menikah,0.0,,1151000,159000.0,165000.0,98000.0,167000.0,2000.0,200000.0,49000.0,50000.0,0.0,80000.0,44000.0,30000.0,32000.0,549000.0,32.3,52.0
1859,Kalimantan Timur,Perkotaan,Laki-laki,46.0,Diploma,Wiraswasta,Cerai/Janda/Duda,1.0,11200000.0,9755000,1068000.0,1280000.0,513000.0,658000.0,203000.0,1996000.0,558000.0,447000.0,333000.0,919000.0,448000.0,219000.0,635000.0,1445000.0,12.9,53.5
1238,Jawa Barat,Perdesaan,Perempuan,33.0,SD,PNS/ASN,Menikah,,1500000.0,1011000,145000.0,154000.0,86000.0,142000.0,20000.0,99000.0,47000.0,51000.0,30000.0,84000.0,25000.0,16000.0,,489000.0,32.6,74.4
1889,Sumatera Selatan,Perdesaan,Perempuan,17.0,Tidak Sekolah,Buruh/Pekerja Harian,Belum Menikah,0.0,500000.0,380000,,,32000.0,74000.0,20000.0,36000.0,7000.0,10000.0,0.0,13000.0,11000.0,5000.0,70000.0,120000.0,24.0,
71,Jawa Tengah,Perdesaan,Perempuan,29.0,SD,Buruh/Pekerja Harian,Menikah,1.0,750000.0,471000,77000.0,73000.0,42000.0,63000.0,12000.0,49000.0,12000.0,20000.0,27000.0,35000.0,16000.0,7000.0,112000.0,229000.0,32.8,57.1
995,DKI Jakarta,Perkotaan,Perempuan,17.0,Diploma,Buruh/Pekerja Harian,Cerai/Janda/Duda,1.0,,5675000,470000.0,585000.0,288000.0,318000.0,74000.0,974000.0,199000.0,211000.0,346000.0,,329000.0,245000.0,0.0,975000.0,14.7,48.1
1381,Sulawesi Selatan,Perkotaan,Perempuan,18.0,Sarjana (S1),Karyawan Swasta,Menikah,3.0,2750000.0,2227000,,337000.0,211000.0,251000.0,,,62000.0,75000.0,118000.0,133000.0,52000.0,42000.0,0.0,523000.0,19.0,63.8
737,Sumatera Selatan,Perkotaan,Perempuan,23.0,SMA/SMK,Karyawan Swasta,Menikah,1.0,4450000.0,3147000,282000.0,331000.0,156000.0,208000.0,91000.0,,138000.0,227000.0,233000.0,,130000.0,61000.0,732000.0,,29.3,54.0
1018,Jawa Timur,Perdesaan,Laki-laki,25.0,SMA/SMK,Wiraswasta,Menikah,3.0,4200000.0,3237000,340000.0,368000.0,240000.0,292000.0,63000.0,444000.0,133000.0,176000.0,225000.0,247000.0,147000.0,143000.0,0.0,963000.0,22.9,41.7
786,Kalimantan Timur,Perkotaan,Perempuan,20.0,SMA/SMK,Buruh/Pekerja Harian,Cerai/Janda/Duda,0.0,3750000.0,3097000,343000.0,386000.0,149000.0,325000.0,168000.0,523000.0,112000.0,182000.0,0.0,298000.0,108000.0,52000.0,0.0,653000.0,17.4,69.5
783,Jawa Timur,Perdesaan,Perempuan,43.0,SMP,Wiraswasta,Menikah,0.0,2900000.0,2068000,249000.0,261000.0,109000.0,207000.0,70000.0,266000.0,73000.0,104000.0,,218000.0,94000.0,95000.0,0.0,832000.0,28.7,35.5
1428,Banten,Perkotaan,Laki-laki,50.0,SD,PNS/ASN,Menikah,3.0,4600000.0,3989000,378000.0,428000.0,208000.0,496000.0,180000.0,602000.0,218000.0,121000.0,189000.0,401000.0,142000.0,102000.0,567000.0,611000.0,13.3,34.1
1925,Jawa Barat,Perkotaan,Laki-laki,34.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,1.0,2850000.0,2357000,288000.0,374000.0,136000.0,319000.0,22000.0,300000.0,96000.0,122000.0,92000.0,234000.0,103000.0,54000.0,397000.0,493000.0,17.3,61.1
1688,DKI Jakarta,Perdesaan,Laki-laki,31.0,Diploma,PNS/ASN,Belum Menikah,0.0,10400000.0,8070000,528000.0,,430000.0,537000.0,235000.0,1360000.0,477000.0,475000.0,,805000.0,291000.0,537000.0,1650000.0,2330000.0,22.4,
1532,Jawa Timur,Perkotaan,Laki-laki,32.0,SD,PNS/ASN,Menikah,0.0,4000000.0,2936000,281000.0,313000.0,114000.0,176000.0,,393000.0,92000.0,198000.0,0.0,229000.0,135000.0,76000.0,0.0,1064000.0,26.6,56.4
789,Jawa Tengah,Perdesaan,Perempuan,35.0,Sarjana (S1),Karyawan Swasta,Belum Menikah,0.0,5250000.0,4177000,527000.0,477000.0,309000.0,358000.0,145000.0,480000.0,188000.0,234000.0,0.0,319000.0,142000.0,158000.0,340000.0,1073000.0,20.4,54.4
870,Jawa Barat,Perdesaan,Laki-laki,17.0,SD,Buruh/Pekerja Harian,Belum Menikah,,1100000.0,764000,119000.0,139000.0,81000.0,72000.0,56000.0,84000.0,17000.0,15000.0,0.0,44000.0,18000.0,15000.0,0.0,,30.6,37.1
1594,Jawa Barat,Perkotaan,Perempuan,17.0,Sarjana (S1),Pelajar/Mahasiswa,Menikah,4.0,1850000.0,1664000,212000.0,198000.0,123000.0,210000.0,83000.0,254000.0,77000.0,93000.0,107000.0,149000.0,70000.0,57000.0,125000.0,186000.0,10.1,76.2
1407,Jawa Timur,Perkotaan,Perempuan,41.0,Pascasarjana (S2/S3),,Menikah,3.0,7200000.0,5520000,414000.0,478000.0,271000.0,248000.0,40000.0,1298000.0,207000.0,257000.0,333000.0,684000.0,305000.0,378000.0,0.0,1680000.0,,65.0
941,Kalimantan Timur,Perdesaan,Laki-laki,37.0,SMA/SMK,Karyawan Swasta,Menikah,4.0,4600000.0,4158000,432000.0,630000.0,261000.0,327000.0,150000.0,691000.0,147000.0,119000.0,,320000.0,133000.0,100000.0,0.0,442000.0,9.6,56.4
708,Sumatera Utara,Perkotaan,Perempuan,17.0,SMP,Karyawan Swasta,Belum Menikah,0.0,,5383000,330000.0,,251000.0,330000.0,130000.0,1226000.0,350000.0,234000.0,0.0,561000.0,327000.0,318000.0,301000.0,1217000.0,18.4,53.0
530,Jawa Barat,Perkotaan,Laki-laki,36.0,Diploma,Karyawan Swasta,Menikah,,5800000.0,5093000,515000.0,585000.0,263000.0,445000.0,10000.0,1040000.0,311000.0,195000.0,0.0,349000.0,178000.0,237000.0,984000.0,707000.0,12.2,56.4
1429,Nusa Tenggara Barat,Perkotaan,Laki-laki,43.0,SMP,PNS/ASN,Belum Menikah,0.0,3000000.0,2143000,200000.0,283000.0,127000.0,171000.0,15000.0,394000.0,63000.0,67000.0,0.0,147000.0,115000.0,42000.0,535000.0,857000.0,28.6,27.0
1252,DKI Jakarta,Perkotaan,Perempuan,45.0,SMA/SMK,Wiraswasta,Belum Menikah,0.0,6850000.0,5135000,423000.0,410000.0,184000.0,285000.0,21000.0,821000.0,285000.0,360000.0,,590000.0,262000.0,120000.0,230000.0,,25.0,68.2
1542,Sumatera Utara,Perkotaan,Perempuan,34.0,SD,Buruh/Pekerja Harian,Cerai/Janda/Duda,0.0,1550000.0,1414000,178000.0,271000.0,94000.0,150000.0,8000.0,134000.0,49000.0,49000.0,0.0,108000.0,40000.0,59000.0,0.0,136000.0,8.8,52.4
931,Jawa Tengah,Perkotaan,Perempuan,17.0,Tidak Sekolah,Buruh/Pekerja Harian,Belum Menikah,0.0,1250000.0,993000,159000.0,219000.0,85000.0,189000.0,26000.0,104000.0,24000.0,33000.0,0.0,32000.0,20000.0,24000.0,,257000.0,20.6,28.9
1034,Kalimantan Timur,Perkotaan,Laki-laki,41.0,SD,Tidak Bekerja,Menikah,0.0,,1040000,199000.0,213000.0,68000.0,138000.0,42000.0,100000.0,29000.0,43000.0,0.0,69000.0,20000.0,18000.0,,110000.0,9.6,32.9
1055,Jawa Timur,Perkotaan,Perempuan,44.0,Sarjana (S1),Karyawan Swasta,Belum Menikah,0.0,9500000.0,8736000,842000.0,836000.0,,526000.0,,1322000.0,524000.0,,0.0,1038000.0,355000.0,312000.0,382000.0,764000.0,8.0,47.3
1853,Sumatera Utara,Perkotaan,Laki-laki,24.0,,Karyawan Swasta,Belum Menikah,0.0,2850000.0,2324000,314000.0,356000.0,164000.0,281000.0,52000.0,312000.0,87000.0,,0.0,208000.0,75000.0,106000.0,0.0,526000.0,18.4,57.6
1697,Sumatera Utara,Perkotaan,Perempuan,19.0,Sarjana (S1),Buruh/Pekerja Harian,Cerai/Janda/Duda,0.0,3850000.0,3014000,344000.0,448000.0,183000.0,325000.0,54000.0,423000.0,115000.0,91000.0,0.0,222000.0,101000.0,107000.0,,836000.0,21.7,69.8
1576,Jawa Timur,Perkotaan,Laki-laki,27.0,Sarjana (S1),Wiraswasta,Belum Menikah,0.0,9050000.0,6885000,561000.0,606000.0,,523000.0,248000.0,1030000.0,398000.0,376000.0,,604000.0,432000.0,289000.0,802000.0,2165000.0,23.9,54.4
1176,Kalimantan Timur,Perkotaan,Perempuan,44.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,2.0,3500000.0,2294000,183000.0,306000.0,113000.0,,102000.0,481000.0,133000.0,159000.0,111000.0,162000.0,116000.0,90000.0,0.0,1206000.0,34.5,53.0
355,Jawa Barat,Perkotaan,Laki-laki,28.0,SMA/SMK,Wiraswasta,Belum Menikah,0.0,12550000.0,8261000,574000.0,,431000.0,574000.0,167000.0,1423000.0,485000.0,584000.0,0.0,982000.0,480000.0,,0.0,4289000.0,34.2,
813,Jawa Timur,Perdesaan,Laki-laki,56.0,Sarjana (S1),Pelajar/Mahasiswa,Menikah,2.0,1300000.0,884000,147000.0,190000.0,,83000.0,32000.0,99000.0,29000.0,,36000.0,,33000.0,27000.0,0.0,416000.0,32.0,71.2
1274,Banten,Perdesaan,Laki-laki,36.0,SD,Karyawan Swasta,Cerai/Janda/Duda,2.0,2150000.0,1857000,205000.0,273000.0,130000.0,185000.0,42000.0,193000.0,55000.0,67000.0,118000.0,108000.0,61000.0,31000.0,263000.0,293000.0,13.6,46.6
64,Jawa Timur,Perdesaan,Laki-laki,35.0,SMA/SMK,,Cerai/Janda/Duda,0.0,850000.0,765000,136000.0,,76000.0,130000.0,6000.0,72000.0,13000.0,25000.0,0.0,,,7000.0,0.0,85000.0,10.0,48.9
1615,DI Yogyakarta,Perkotaan,Laki-laki,37.0,Sarjana (S1),Wiraswasta,Belum Menikah,0.0,4050000.0,2693000,,411000.0,151000.0,225000.0,131000.0,409000.0,75000.0,162000.0,0.0,194000.0,97000.0,,286000.0,,33.5,71.7
484,Jawa Tengah,Perkotaan,Perempuan,55.0,SD,Karyawan Swasta,Belum Menikah,0.0,3550000.0,3239000,262000.0,318000.0,133000.0,289000.0,,514000.0,199000.0,162000.0,0.0,232000.0,148000.0,,326000.0,,8.8,48.7
